fasta_id	enzyme_id	pdb_path	function_logit_path	donor_compounds	donor_type	donor_carrier	acceptor_superclasses
Ptri_UGT_5_ABK96136.1	Ptri_UGT_5_ABK96136.1	UGT_structures/Ptri_UGT_5_ABK96136.1/AF-A9PID3-F1-model_v6.pdb	UGT_structures/Ptri_UGT_5_ABK96136.1/Ptri_UGT_5_ABK96136.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids;Phenolic acids (C6-C1);Small peptides
Pvir_XAXT1_UVC67030.1	Pvir_PvXAXT1_UVC67030.1	UGT_structures/Pvir_XAXT1_UVC67030.1/AF-A0A976SM97-F1-model_v6.pdb	UGT_structures/Pvir_XAXT1_UVC67030.1/Pvir_XAXT1_UVC67030.1_function_logits_structure_steps10.pt	UDP - Xyl	pentose	UDP	
Pvul_ZOX1_AAD51778.1	Pvul_ZOX1_AAD51778.1	UGT_structures/Pvul_ZOX1_AAD51778.1/AF-P56725-F1-model_v6.pdb	UGT_structures/Pvul_ZOX1_AAD51778.1/Pvul_ZOX1_AAD51778.1_function_logits_structure_steps10.pt				Pseudoalkaloids
Pzin_GAT1_AYA60330.1	Pzin_PzGAT1_AYA60330.1	UGT_structures/Pzin_GAT1_AYA60330.1/AF-A0A385MJ22-F1-model_v6.pdb	UGT_structures/Pzin_GAT1_AYA60330.1/Pzin_GAT1_AYA60330.1_function_logits_structure_steps10.pt	UDP-glucuronic acid	hexose_derivative	UDP	Triterpenoids
Qrob_UGT1_UGT84A13_AHA54051.1	Qrob_QrUGT1_UGT84A13_AHA54051.1	UGT_structures/Qrob_UGT1_UGT84A13_AHA54051.1/AF-V5LLZ9-F1-model_v6.pdb	UGT_structures/Qrob_UGT1_UGT84A13_AHA54051.1/Qrob_UGT1_UGT84A13_AHA54051.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Phenolic acids (C6-C1);Phenylpropanoids (C6-C3)
Rsac_UGT72B14_AQD20582.1	Rsac_UGT72B14_AQD20582.1	UGT_structures/Rsac_UGT72B14_AQD20582.1/AF-A0A1P8Z7U1-F1-model_v6.pdb	UGT_structures/Rsac_UGT72B14_AQD20582.1/Rsac_UGT72B14_AQD20582.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Phenylethanoids (C6-C2)
Rsac_UGT74R1_ABP49574.1	Rsac_UGT74R1_ABP49574.1	UGT_structures/Rsac_UGT74R1_ABP49574.1/AF-A4ZZ92-F1-model_v6.pdb	UGT_structures/Rsac_UGT74R1_ABP49574.1/Rsac_UGT74R1_ABP49574.1_function_logits_structure_steps10.pt				Phenolic acids (C6-C1);Phenylethanoids (C6-C2);Phenylpropanoids (C6-C3)
Rsat_89B1_ins_XP_018442374.2	Rsat_Rs89B1_ins_XP_018442374.2	UGT_structures/Rsat_89B1_ins_XP_018442374.2/AF-A0A6J0K5V2-F1-model_v6.pdb	UGT_structures/Rsat_89B1_ins_XP_018442374.2/Rsat_89B1_ins_XP_018442374.2_function_logits_structure_steps10.pt				Phenolic acids (C6-C1)
Sacu_GT4A_BAD89042.1	Sacu_SaGT4A_BAD89042.1	UGT_structures/Sacu_GT4A_BAD89042.1/AF-Q5H861-F1-model_v6.pdb	UGT_structures/Sacu_GT4A_BAD89042.1/Sacu_GT4A_BAD89042.1_function_logits_structure_steps10.pt				Pseudoalkaloids;Steroids
Sacu_GT4R_BAD89043.1	Sacu_SaGT4R_BAD89043.1	UGT_structures/Sacu_GT4R_BAD89043.1/AF-Q5H860-F1-model_v6.pdb	UGT_structures/Sacu_GT4R_BAD89043.1/Sacu_GT4R_BAD89043.1_function_logits_structure_steps10.pt				Steroids
Sala_UGT71A8_BAF96581.1	Sala_UGT71A8_BAF96581.1	UGT_structures/Sala_UGT71A8_BAF96581.1/AF-A9ZMY9-F1-model_v6.pdb	UGT_structures/Sala_UGT71A8_BAF96581.1/Sala_UGT71A8_BAF96581.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Lignans
Sbai_F7GT_BAC98300.1	Sbai_F7GT_BAC98300.1	UGT_structures/Sbai_F7GT_BAC98300.1/AF-Q76MR7-F1-model_v6.pdb	UGT_structures/Sbai_F7GT_BAC98300.1/Sbai_F7GT_BAC98300.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Sbai_UBGAT_WAE77950.1	Sbai_UBGAT_WAE77950.1	UGT_structures/Sbai_UBGAT_WAE77950.1/AF-A0A9E8VLL3-F1-model_v6.pdb	UGT_structures/Sbai_UBGAT_WAE77950.1/Sbai_UBGAT_WAE77950.1_function_logits_structure_steps10.pt	UDP-glucuronic acid	hexose_derivative	UDP	Flavonoids
Sbai_UBGT_BAA83484.1	Sbai_UBGT_BAA83484.1	UGT_structures/Sbai_UBGT_BAA83484.1/AF-Q9SXF2-F1-model_v6.pdb	UGT_structures/Sbai_UBGT_BAA83484.1/Sbai_UBGT_BAA83484.1_function_logits_structure_steps10.pt	UDP-glucose;UDP-glucuronic acid	hexose;hexose_derivative	UDP	Coumarins;Flavonoids;Phenylpropanoids (C6-C3)
Sbic_HMNGT_AAF17077.1	Sbic_sbHMNGT_AAF17077.1	UGT_structures/Sbic_HMNGT_AAF17077.1/AF-Q9SBL1-F1-model_v6.pdb	UGT_structures/Sbic_HMNGT_AAF17077.1/Sbic_HMNGT_AAF17077.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Amino acid glycosides;Fatty acyls;Monoterpenoids;Phenolic acids (C6-C1)
Scar_UGT1_BAJ11649.1	Scar_ScUGT1_BAJ11649.1	UGT_structures/Scar_UGT1_BAJ11649.1/AF-D7URL5-F1-model_v6.pdb	UGT_structures/Scar_UGT1_BAJ11649.1/Scar_UGT1_BAJ11649.1_function_logits_structure_steps10.pt				Flavonoids
Scar_UGT5_BAJ11653.1	Scar_ScUGT5_BAJ11653.1	UGT_structures/Scar_UGT5_BAJ11653.1/AF-D7URL9-F1-model_v6.pdb	UGT_structures/Scar_UGT5_BAJ11653.1/Scar_UGT5_BAJ11653.1_function_logits_structure_steps10.pt				Flavonoids
Sgro_UGT720_269_1_P0DO66	Sgro_UGT720_269_1_P0DO66	UGT_structures/Sgro_UGT720_269_1_P0DO66/AF-P0DO66-F1-model_v6.pdb	UGT_structures/Sgro_UGT720_269_1_P0DO66/Sgro_UGT720_269_1_P0DO66_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Triterpenoids
Sgro_UGT720_269_4_P0DO73	Sgro_UGT720_269_4_P0DO73	UGT_structures/Sgro_UGT720_269_4_P0DO73/AF-P0DO73-F1-model_v6.pdb	UGT_structures/Sgro_UGT720_269_4_P0DO73/Sgro_UGT720_269_4_P0DO73_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Triterpenoids
Sgro_UGT74AC1_AEM42999.1	Sgro_UGT74AC1_AEM42999.1	UGT_structures/Sgro_UGT74AC1_AEM42999.1/AF-K7NBW3-F1-model_v6.pdb	UGT_structures/Sgro_UGT74AC1_AEM42999.1/Sgro_UGT74AC1_AEM42999.1_function_logits_structure_steps10.pt				Flavonoids;Triterpenoids
Sgro_UGT74_345_2_P0DO74	Sgro_UGT74_345_2_P0DO74	UGT_structures/Sgro_UGT74_345_2_P0DO74/AF-P0DO74-F1-model_v6.pdb	UGT_structures/Sgro_UGT74_345_2_P0DO74/Sgro_UGT74_345_2_P0DO74_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Triterpenoids
Sgro_UGT75_281_2_P0DO75	Sgro_UGT75_281_2_P0DO75	UGT_structures/Sgro_UGT75_281_2_P0DO75/AF-P0DO75-F1-model_v6.pdb	UGT_structures/Sgro_UGT75_281_2_P0DO75/Sgro_UGT75_281_2_P0DO75_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Triterpenoids
Sgro_UGT94_289_1_P0DO71	Sgro_UGT94_289_1_P0DO71	UGT_structures/Sgro_UGT94_289_1_P0DO71/AF-P0DO71-F1-model_v6.pdb	UGT_structures/Sgro_UGT94_289_1_P0DO71/Sgro_UGT94_289_1_P0DO71_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Triterpenoids
Sgro_UGT94_289_2_P0DO72	Sgro_UGT94_289_2_P0DO72	UGT_structures/Sgro_UGT94_289_2_P0DO72/AF-P0DO72-F1-model_v6.pdb	UGT_structures/Sgro_UGT94_289_2_P0DO72/Sgro_UGT94_289_2_P0DO72_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Triterpenoids
Sgro_UGT94_289_3_P0DO67	Sgro_UGT94_289_3_P0DO67	UGT_structures/Sgro_UGT94_289_3_P0DO67/AF-P0DO67-F1-model_v6.pdb	UGT_structures/Sgro_UGT94_289_3_P0DO67/Sgro_UGT94_289_3_P0DO67_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Triterpenoids
Sind_UGT71A9_BAF96582.1	Sind_UGT71A9_BAF96582.1	UGT_structures/Sind_UGT71A9_BAF96582.1/AF-A9ZMZ0-F1-model_v6.pdb	UGT_structures/Sind_UGT71A9_BAF96582.1/Sind_UGT71A9_BAF96582.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Coumarins;Lignans;Phenylpropanoids (C6-C3)
Sind_UGT94AA2_BBK26430.1	Sind_UGT94AA2_BBK26430.1	UGT_structures/Sind_UGT94AA2_BBK26430.1/AF-A0A6F8PDZ2-F1-model_v6.pdb	UGT_structures/Sind_UGT94AA2_BBK26430.1/Sind_UGT94AA2_BBK26430.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	
Sind_UGT94AG1_XP_011090910.1	Sind_UGT94AG1_XP_011090910.1	UGT_structures/Sind_UGT94AG1_XP_011090910.1/AF-A0A6F8PDZ6-F1-model_v6.pdb	UGT_structures/Sind_UGT94AG1_XP_011090910.1/Sind_UGT94AG1_XP_011090910.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	
Sind_UGT94D1_BAF99027.1	Sind_UGT94D1_BAF99027.1	UGT_structures/Sind_UGT94D1_BAF99027.1/AF-A9ZPI0-F1-model_v6.pdb	UGT_structures/Sind_UGT94D1_BAF99027.1/Sind_UGT94D1_BAF99027.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	
Slyc_SGT1_XP_004240463.1	Slyc_SlSGT1_XP_004240463.1	UGT_structures/Slyc_SGT1_XP_004240463.1/AF-K4C3H8-F1-model_v6.pdb	UGT_structures/Slyc_SGT1_XP_004240463.1/Slyc_SGT1_XP_004240463.1_function_logits_structure_steps10.pt				Steroids
Slyc_SGT2_XP_004247104.1	Slyc_SlSGT2_XP_004247104.1	UGT_structures/Slyc_SGT2_XP_004247104.1/AF-A0A2D1N4Z8-F1-model_v6.pdb	UGT_structures/Slyc_SGT2_XP_004247104.1/Slyc_SGT2_XP_004247104.1_function_logits_structure_steps10.pt				Steroids
Slyc_SGT3_XP_004237799.1	Slyc_SlSGT3_XP_004237799.1	UGT_structures/Slyc_SGT3_XP_004237799.1/AF-K4BTE6-F1-model_v6.pdb	UGT_structures/Slyc_SGT3_XP_004237799.1/Slyc_SGT3_XP_004237799.1_function_logits_structure_steps10.pt				Steroids
Slyc_SGT4_XP_004237491.1	Slyc_SlSGT4_XP_004237491.1	UGT_structures/Slyc_SGT4_XP_004237491.1/AF-K4BS77-F1-model_v6.pdb	UGT_structures/Slyc_SGT4_XP_004237491.1/Slyc_SGT4_XP_004237491.1_function_logits_structure_steps10.pt				Steroids
Slyc_UGT5_ADI33725.1	Slyc_SlUGT5_ADI33725.1	UGT_structures/Slyc_UGT5_ADI33725.1/AF-D7S016-F1-model_v6.pdb	UGT_structures/Slyc_UGT5_ADI33725.1/Slyc_UGT5_ADI33725.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Phenolic acids (C6-C1);Phenylpropanoids (C6-C3)
Spom_PomUGGT_Q09140	Spom_PomUGGT_Q09140	UGT_structures/Spom_PomUGGT_Q09140/AF-Q09140-F1-model_v6.pdb	UGT_structures/Spom_PomUGGT_Q09140/Spom_PomUGGT_Q09140_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	
Srad_UGT71A10_BAF96583.1	Srad_UGT71A10_BAF96583.1	UGT_structures/Srad_UGT71A10_BAF96583.1/AF-A9ZMZ1-F1-model_v6.pdb	UGT_structures/Srad_UGT71A10_BAF96583.1/Srad_UGT71A10_BAF96583.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Lignans
Sreb_UGT71E1_AAR06914.1	Sreb_SrUGT71E1_AAR06914.1	UGT_structures/Sreb_UGT71E1_AAR06914.1/AF-Q6VAB2-F1-model_v6.pdb	UGT_structures/Sreb_UGT71E1_AAR06914.1/Sreb_UGT71E1_AAR06914.1_function_logits_structure_steps10.pt				Meroterpenoids;Phenolic acids (C6-C1)
Sreb_UGT74G1_AAR06920.1	Sreb_SrUGT74G1_AAR06920.1	UGT_structures/Sreb_UGT74G1_AAR06920.1/AF-Q6VAA6-F1-model_v6.pdb	UGT_structures/Sreb_UGT74G1_AAR06920.1/Sreb_UGT74G1_AAR06920.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Diterpenoids
Sreb_UGT85C2_AAR06916.1	Sreb_SrUGT85C2_AAR06916.1	UGT_structures/Sreb_UGT85C2_AAR06916.1/AF-Q6VAB0-F1-model_v6.pdb	UGT_structures/Sreb_UGT85C2_AAR06916.1/Sreb_UGT85C2_AAR06916.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Diterpenoids
Sreb_UGT91D2_ACE87855.1	Sreb_UGT91D2_ACE87855.1	UGT_structures/Sreb_UGT91D2_ACE87855.1/AF-B3VI56-F1-model_v6.pdb	UGT_structures/Sreb_UGT91D2_ACE87855.1/Sreb_UGT91D2_ACE87855.1_function_logits_structure_steps10.pt				Diterpenoids
Sreb_UGTSr_AAR06912.1	Sreb_UGTSr_AAR06912.1	UGT_structures/Sreb_UGTSr_AAR06912.1/AF-Q6VAB4-F1-model_v6.pdb	UGT_structures/Sreb_UGTSr_AAR06912.1/Sreb_UGTSr_AAR06912.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Diterpenoids
Stub_5_UGT_M0ZZV9	Stub_5_UGT_M0ZZV9	UGT_structures/Stub_5_UGT_M0ZZV9/AF-M0ZZV9-F1-model_v6.pdb	UGT_structures/Stub_5_UGT_M0ZZV9/Stub_5_UGT_M0ZZV9_function_logits_structure_steps10.pt				Flavonoids
Stub_SGT2_ABB29873.1	Stub_SGT2_ABB29873.1	UGT_structures/Stub_SGT2_ABB29873.1/AF-Q2Q479-F1-model_v6.pdb	UGT_structures/Stub_SGT2_ABB29873.1/Stub_SGT2_ABB29873.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Pseudoalkaloids
Stub_SGT_AAB48444.2	Stub_SGT1_AAB48444.2	UGT_structures/Stub_SGT_AAB48444.2/AF-P93789-F1-model_v6.pdb	UGT_structures/Stub_SGT_AAB48444.2/Stub_SGT_AAB48444.2_function_logits_structure_steps10.pt				Pseudoalkaloids;Steroids
Stub_SGT_AGO02160.1	Stub_StSGT_AGO02160.1	UGT_structures/Stub_SGT_AGO02160.1/AF-R9WPK5-F1-model_v6.pdb	UGT_structures/Stub_SGT_AGO02160.1/Stub_SGT_AGO02160.1_function_logits_structure_steps10.pt				Pseudoalkaloids;Steroids
Stub_SUS1_AAA33841.1	Stub_StSUS1_AAA33841.1	UGT_structures/Stub_SUS1_AAA33841.1/AF-P10691-F1-model_v6.pdb	UGT_structures/Stub_SUS1_AAA33841.1/Stub_SUS1_AAA33841.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Saccharides
Stub_UGT72AY2_XP_015164078.1	Stub_StUGT72AY2_XP_015164078.1	UGT_structures/Stub_UGT72AY2_XP_015164078.1/AF-M0ZZL3-F1-model_v6.pdb	UGT_structures/Stub_UGT72AY2_XP_015164078.1/Stub_UGT72AY2_XP_015164078.1_function_logits_structure_steps10.pt				Coumarins;Monoterpenoids;Phenolic acids (C6-C1);Phenylpropanoids (C6-C3)
Taes_GT43_4_ADK56174.1	Taes_TaGT43_4_ADK56174.1	UGT_structures/Taes_GT43_4_ADK56174.1/AF-Q50HU6-F1-model_v6.pdb	UGT_structures/Taes_GT43_4_ADK56174.1/Taes_GT43_4_ADK56174.1_function_logits_structure_steps10.pt	UDP - Xyl;UDP-glucuronic acid	hexose_derivative;pentose	UDP	
Taes_GT47_13_ADK56172.1	Taes_TaGT47_13_ADK56172.1	UGT_structures/Taes_GT47_13_ADK56172.1/AF-E0ZPV1-F1-model_v6.pdb	UGT_structures/Taes_GT47_13_ADK56172.1/Taes_GT47_13_ADK56172.1_function_logits_structure_steps10.pt	UDP - Xyl;UDP-b-L-Arap	pentose	UDP	
Taes_GT75_4_ADK56176.1	Taes_TaGT75_4_ADK56176.1	UGT_structures/Taes_GT75_4_ADK56176.1/AF-Q9ZR33-F1-model_v6.pdb	UGT_structures/Taes_GT75_4_ADK56176.1/Taes_GT75_4_ADK56176.1_function_logits_structure_steps10.pt	UDP - Xyl;UDP-glucuronic acid	hexose_derivative;pentose	UDP	
Taes_GlcAT_XP_044457166.1	Taes_GlcAT_XP_044457166.1	UGT_structures/Taes_GlcAT_XP_044457166.1/AF-A0A3B5XVY9-F1-model_v6.pdb	UGT_structures/Taes_GlcAT_XP_044457166.1/Taes_GlcAT_XP_044457166.1_function_logits_structure_steps10.pt	UDP - Xyl;UDP-b-L-Arap;UDP-glucuronic acid	hexose_derivative;pentose	UDP	
Taes_OGT_A0A1D5V1G3	Taes_TaOGT_A0A1D5V1G3	UGT_structures/Taes_OGT_A0A1D5V1G3/AF-A0A1D5V1G3-F1-model_v6.pdb	UGT_structures/Taes_OGT_A0A1D5V1G3/Taes_OGT_A0A1D5V1G3_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids;Isoflavonoids;Proline alkaloids
Taes_UGT3_AAL05405.1	Taes_TaUGT3_AAL05405.1	UGT_structures/Taes_UGT3_AAL05405.1/AF-P27736-F1-model_v6.pdb	UGT_structures/Taes_UGT3_AAL05405.1/Taes_UGT3_AAL05405.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Sesquiterpenoids
Tfoe_UGT_QDS03632.1	Tfoe_NA_QDS03632.1	UGT_structures/Tfoe_UGT_QDS03632.1/AF-A0A517FNC6-F1-model_v6.pdb	UGT_structures/Tfoe_UGT_QDS03632.1/Tfoe_UGT_QDS03632.1_function_logits_structure_steps10.pt	UDP-Gal	hexose	UDP	Saccharides
Vamu_5GT_AHL68667.1	Vamu_Va5GT_AHL68667.1	UGT_structures/Vamu_5GT_AHL68667.1/AF-W8QG94-F1-model_v6.pdb	UGT_structures/Vamu_5GT_AHL68667.1/Vamu_5GT_AHL68667.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Vang_rAOG_BAB83692.1	Vang_rAOG_BAB83692.1	UGT_structures/Vang_rAOG_BAB83692.1/AF-Q8W3P8-F1-model_v6.pdb	UGT_structures/Vang_rAOG_BAB83692.1/Vang_rAOG_BAB83692.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Apocarotenoids;Phenylpropanoids (C6-C3)
Vhyb_hgt85gt_BAA36423.1	Vhyb_hgt85gt_BAA36423.1	UGT_structures/Vhyb_hgt85gt_BAA36423.1/AF-Q9ZR25-F1-model_v6.pdb	UGT_structures/Vhyb_hgt85gt_BAA36423.1/Vhyb_hgt85gt_BAA36423.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Vlab_3GT_ABR24135.1	Vlab_VL3GT_ABR24135.1	UGT_structures/Vlab_3GT_ABR24135.1/AF-A6N928-F1-model_v6.pdb	UGT_structures/Vlab_3GT_ABR24135.1/Vlab_3GT_ABR24135.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Vlab_UGT85K14_A0A0P0UT87	Vlab_UGT85K14_A0A0P0UT87	UGT_structures/Vlab_UGT85K14_A0A0P0UT87/AF-A0A0P0UT87-F1-model_v6.pdb	UGT_structures/Vlab_UGT85K14_A0A0P0UT87/Vlab_UGT85K14_A0A0P0UT87_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Cyclic polyketides
Vmun_UFGT1_BAA36972.1	Vmun_VmUFGT1_BAA36972.1	UGT_structures/Vmun_UFGT1_BAA36972.1/AF-Q9ZWS2-F1-model_v6.pdb	UGT_structures/Vmun_UFGT1_BAA36972.1/Vmun_UFGT1_BAA36972.1_function_logits_structure_steps10.pt	UDP-Gal;UDP-glucose	hexose	UDP	Flavonoids
Vper_UGT88D8_BAH47552.1	Vper_UGT88D8_BAH47552.1	UGT_structures/Vper_UGT88D8_BAH47552.1/AF-C0STS8-F1-model_v6.pdb	UGT_structures/Vper_UGT88D8_BAH47552.1/Vper_UGT88D8_BAH47552.1_function_logits_structure_steps10.pt				Flavonoids
Vper_UGT94F1_BAI44133.1	Vper_UGT94F1_BAI44133.1	UGT_structures/Vper_UGT94F1_BAI44133.1/AF-C9K5X8-F1-model_v6.pdb	UGT_structures/Vper_UGT94F1_BAI44133.1/Vper_UGT94F1_BAI44133.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Vrad_AraT_NP_001304199.1	Vrad_AraT_NP_001304199.1	UGT_structures/Vrad_AraT_NP_001304199.1/AF-I6LKQ6-F1-model_v6.pdb	UGT_structures/Vrad_AraT_NP_001304199.1/Vrad_AraT_NP_001304199.1_function_logits_structure_steps10.pt	UDP--L-arabinopyranose;UDP-b-L-Arap	pentose	UDP	
Vrad_GalT_A0A1S3VIR6	Vrad_GalT_A0A1S3VIR6	UGT_structures/Vrad_GalT_A0A1S3VIR6/AF-A0A1S3VIR6-F1-model_v6.pdb	UGT_structures/Vrad_GalT_A0A1S3VIR6/Vrad_GalT_A0A1S3VIR6_function_logits_structure_steps10.pt	UDP-Gal	hexose	UDP	
Vvin_5GT3_RVW23056.1	Vvin_Vv5GT3_RVW23056.1	UGT_structures/Vvin_5GT3_RVW23056.1/AF-A0A438CIM5-F1-model_v6.pdb	UGT_structures/Vvin_5GT3_RVW23056.1/Vvin_5GT3_RVW23056.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Vvin_GT14a_CCB45585.1	Vvin_VvGT14a_CCB45585.1	UGT_structures/Vvin_GT14a_CCB45585.1/AF-F6H0R6-F1-model_v6.pdb	UGT_structures/Vvin_GT14a_CCB45585.1/Vvin_GT14a_CCB45585.1_function_logits_structure_steps10.pt				Monoterpenoids
Vvin_GT15a_CCB43518.1	Vvin_VvGT15a_CCB43518.1	UGT_structures/Vvin_GT15a_CCB43518.1/AF-F6GUW0-F1-model_v6.pdb	UGT_structures/Vvin_GT15a_CCB43518.1/Vvin_GT15a_CCB43518.1_function_logits_structure_steps10.pt				Monoterpenoids;Sesquiterpenoids
Vvin_GT16_CCB58004.1	Vvin_VvGT16_CCB58004.1	UGT_structures/Vvin_GT16_CCB58004.1/AF-F6HTJ4-F1-model_v6.pdb	UGT_structures/Vvin_GT16_CCB58004.1/Vvin_GT16_CCB58004.1_function_logits_structure_steps10.pt				Fatty acyls;Monoterpenoids
Vvin_GT17_CCB45577.1	Vvin_VvGT17_CCB45577.1	UGT_structures/Vvin_GT17_CCB45577.1/AF-F6H0Q8-F1-model_v6.pdb	UGT_structures/Vvin_GT17_CCB45577.1/Vvin_GT17_CCB45577.1_function_logits_structure_steps10.pt				Monoterpenoids
Vvin_GT18_CCB62345.1	Vvin_VvGT18_CCB62345.1	UGT_structures/Vvin_GT18_CCB62345.1/AF-F6I5X7-F1-model_v6.pdb	UGT_structures/Vvin_GT18_CCB62345.1/Vvin_GT18_CCB62345.1_function_logits_structure_steps10.pt				Monoterpenoids
Vvin_GT19_NP_001277170.1	Vvin_VvGT19_NP_001277170.1	UGT_structures/Vvin_GT19_NP_001277170.1/AF-F6H0Q7-F1-model_v6.pdb	UGT_structures/Vvin_GT19_NP_001277170.1/Vvin_GT19_NP_001277170.1_function_logits_structure_steps10.pt				Monoterpenoids
Vvin_GT1_AAB81682.1	Vvin_VvGT1_AAB81682.1	UGT_structures/Vvin_GT1_AAB81682.1/AF-P51094-F1-model_v6.pdb	UGT_structures/Vvin_GT1_AAB81682.1/Vvin_GT1_AAB81682.1_function_logits_structure_steps10.pt	GDP-D-glucose;TDP-glucose;UDP - Xyl;UDP-D-Mannose;UDP-Gal;UDP-GlcNAc;UDP-glucose;UDP-glucuronic acid	hexose;hexose_derivative;pentose	GDP;TDP;UDP	Diterpenoids;Flavonoids;Monoterpenoids
Vvin_GT20_CCB61777.1	Vvin_VvGT20_CCB61777.1	UGT_structures/Vvin_GT20_CCB61777.1/AF-F6I4E0-F1-model_v6.pdb	UGT_structures/Vvin_GT20_CCB61777.1/Vvin_GT20_CCB61777.1_function_logits_structure_steps10.pt				Monoterpenoids
Vvin_GT7_ACO52469.1	Vvin_VvGT7_ACO52469.1	UGT_structures/Vvin_GT7_ACO52469.1/AF-C7AE94-F1-model_v6.pdb	UGT_structures/Vvin_GT7_ACO52469.1/Vvin_GT7_ACO52469.1_function_logits_structure_steps10.pt				Phenylpropanoids (C6-C3)
Vvin_UGT92G6_AAS66357.1	Vvin_UGT92G6_AAS66357.1	UGT_structures/Vvin_UGT92G6_AAS66357.1/AF-Q6Q3H3-F1-model_v6.pdb	UGT_structures/Vvin_UGT92G6_AAS66357.1/Vvin_UGT92G6_AAS66357.1_function_logits_structure_steps10.pt				Monoterpenoids;Phenylethanoids (C6-C2);Phenylpropanoids (C6-C3)
Wsom_UGT73A16_ACO44747.1	Wsom_UGT73A16_ACO44747.1	UGT_structures/Wsom_UGT73A16_ACO44747.1/AF-C1JIE1-F1-model_v6.pdb	UGT_structures/Wsom_UGT73A16_ACO44747.1/Wsom_UGT73A16_ACO44747.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids;Isoflavonoids
Zmay_GLU1_AAA65946.1	Zmay_Zm_GLU1_AAA65946.1	UGT_structures/Zmay_GLU1_AAA65946.1/AF-P49235-F1-model_v6.pdb	UGT_structures/Zmay_GLU1_AAA65946.1/Zmay_GLU1_AAA65946.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	
Zmay_GLU2_NP_001105892.2	Zmay_Zm_GLU2_NP_001105892.2	UGT_structures/Zmay_GLU2_NP_001105892.2/AF-Q41761-F1-model_v6.pdb	UGT_structures/Zmay_GLU2_NP_001105892.2/Zmay_GLU2_NP_001105892.2_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	
Zmay_IAGlu_NP_001105326.1	Zmay_ZmIAGlu_NP_001105326.1	UGT_structures/Zmay_IAGlu_NP_001105326.1/AF-Q41819-F1-model_v6.pdb	UGT_structures/Zmay_IAGlu_NP_001105326.1/Zmay_IAGlu_NP_001105326.1_function_logits_structure_steps10.pt				Tryptophan alkaloids
Zmay_UGT708A6_NP_001132650.2	Zmay_UGT708A6_NP_001132650.2	UGT_structures/Zmay_UGT708A6_NP_001132650.2/AF-A0A096SRM5-F1-model_v6.pdb	UGT_structures/Zmay_UGT708A6_NP_001132650.2/Zmay_UGT708A6_NP_001132650.2_function_logits_structure_steps10.pt				Flavonoids
Zmay_UGT84A1_NP_001147693.2	Zmay_ZmUGT84A1_NP_001147693.2	UGT_structures/Zmay_UGT84A1_NP_001147693.2/AF-K7URK6-F1-model_v6.pdb	UGT_structures/Zmay_UGT84A1_NP_001147693.2/Zmay_UGT84A1_NP_001147693.2_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
